# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000091.1	1104	1180	-					tRNA-Asn		magneo_252	77		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000091.1	1104	1180	-				tRNA-Asn	tRNA-Asn		magneo_252	77		
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000092.1	613	687	+					tRNA-Met		magneo_253	75		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000092.1	613	687	+				tRNA-Met	tRNA-Met		magneo_253	75		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000093.1	53	703	+					xxxJ		magneo_254	651		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000093.1	53	703	+	PIM95125.1			Alpha/beta hydrolase	xxxJ		magneo_254	651	216	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	2947	3171	-					rpsQ		magneo_255	225		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	2947	3171	-	PIM95112.1			30S ribosomal protein S17	rpsQ		magneo_255	225	74	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	5592	6122	-					rplD		magneo_256	531		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	5592	6122	-	PIM95113.1			50S ribosomal subunit protein L4	rplD		magneo_256	531	176	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	6123	6656	-					rplC		magneo_257	534		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	6123	6656	-	PIM95114.1			50S ribosomal subunit protein L3	rplC		magneo_257	534	177	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	6674	7018	-					rpsJ		magneo_258	345		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	6674	7018	-	PIM95115.1			30S ribosomal protein S10	rpsJ		magneo_258	345	114	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	10265	10687	-					rpsG		magneo_259	423		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000095.1	10265	10687	-	PIM95116.1			30S ribosomal protein S7	rpsG		magneo_259	423	140	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000097.1	1584	2522	-					metF		magneo_260	939		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000097.1	1584	2522	-	PIM95088.1			5,10-methylenetetrahydrofolate reductase	metF		magneo_260	939	312	
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000104.1	1781	3330	-							magneo_261	1550		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000104.1	1781	3330	-				16S ribosomal RNA			magneo_261	1550		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000104.1	4277	5071	-					etfA		magneo_262	795		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000104.1	4277	5071	-	PIM95065.1			Electron transfer flavoprotein large subunit	etfA		magneo_262	795	264	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000107.1	2267	2731	-					rpsG		magneo_263	465		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000107.1	2267	2731	-	PIM95054.1			30S ribosomal protein S7	rpsG		magneo_263	465	154	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000107.1	4686	4859	-					rplX		magneo_264	174		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000107.1	4686	4859	-	PIM95055.1			50S ribosomal protein L24	rplX		magneo_264	174	57	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	2453	3847	-					metG		magneo_290	1395		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	2453	3847	-	PIM95012.1			Methionine--tRNA ligase	metG		magneo_290	1395	464	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	5415	5906	+					rpsR		magneo_291	492		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	5415	5906	+	PIM95013.1			30S ribosomal protein S18	rpsR		magneo_291	492	163	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	5925	6611	+					cysH		magneo_292	687		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	5925	6611	+	PIM95014.1			Phosphoadenosine phosphosulfate reductase	cysH		magneo_292	687	228	
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	6624	6697	-					tRNA-Gln		magneo_293	74		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	6624	6697	-				tRNA-Gln	tRNA-Gln		magneo_293	74		
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	6701	6772	-					tRNA-Ile		magneo_294	72		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	6701	6772	-				tRNA-Ile	tRNA-Ile		magneo_294	72		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	8783	10882	+					valS		magneo_295	2100		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000113.1	8783	10882	+	PIM95015.1			Valine--tRNA ligase	valS		magneo_295	2100	699	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000121.1	22	816	+					etfA		magneo_296	795		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000121.1	22	816	+	PIM94975.1			Electron transfer flavoprotein large subunit	etfA		magneo_296	795	264	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000144.1	614	1408	-					etfA		magneo_297	795		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000144.1	614	1408	-	PIM94927.1			Electron transfer flavoprotein large subunit	etfA		magneo_297	795	264	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000148.1	507	812	+					rpsN		magneo_298	306		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000148.1	507	812	+	PIM94919.1			30S ribosomal subunit protein S14	rpsN		magneo_298	306	101	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000148.1	806	1189	+					rpsH		magneo_299	384		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000148.1	806	1189	+	PIM94920.1			30S ribosomal protein S8	rpsH		magneo_299	384	127	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000153.1	3114	3893	+					cbiX		magneo_300	780		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000153.1	3114	3893	+	PIM94912.1			Sirohydrochlorin cobaltochelatase	cbiX		magneo_300	780	259	
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000154.1	1324	1396	-					tRNA-His		magneo_301	73		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000154.1	1324	1396	-				tRNA-His	tRNA-His		magneo_301	73		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000154.1	1416	2153	-							magneo_302	738		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000154.1	1416	2153	-	PIM94911.1			hypothetical protein			magneo_302	738	245	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000156.1	2081	2437	-					rpsK		magneo_303	357		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000156.1	2081	2437	-	PIM94886.1			30S ribosomal protein S11	rpsK		magneo_303	357	118	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000160.1	573	1679	+					hisC		magneo_304	1107		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000160.1	573	1679	+	PIM94883.1			Histidinol-phosphate aminotransferase	hisC		magneo_304	1107	368	
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000172.1	391	464	+					tRNA-Lys		magneo_305	74		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000172.1	391	464	+				tRNA-Lys	tRNA-Lys		magneo_305	74		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	545	1009	+					rpsG		magneo_306	465		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	545	1009	+	PIM94848.1			30S ribosomal protein S7	rpsG		magneo_306	465	154	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	1003	3051	+					fusA		magneo_307	2049		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	1003	3051	+	PIM94849.1			Elongation factor G	fusA		magneo_307	2049	682	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	3314	4228	+					tufA		magneo_308	915		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	3314	4228	+	PIM94850.1			Elongation factor Tu	tufA		magneo_308	915	304	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	6478	6717	+					rpsS		magneo_309	240		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	6478	6717	+	PIM94851.1			30S ribosomal protein S19	rpsS		magneo_309	240	79	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	7039	7662	+					rpsC		magneo_310	624		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	7039	7662	+	PIM94852.1			30S ribosomal protein S3	rpsC		magneo_310	624	207	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	8288	8650	+					rplN		magneo_311	363		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000173.1	8288	8650	+	PIM94853.1			50S ribosomal protein L14	rplN		magneo_311	363	120	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000191.1	582	2063	+					infB		magneo_312	1482		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000191.1	582	2063	+	PIM94830.1			Translation initiation factor IF-2	infB		magneo_312	1482	493	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000191.1	7267	8220	-					cobD		magneo_313	954		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000191.1	7267	8220	-	PIM94831.1			cobalamin biosynthesis protein	cobD		magneo_313	954	317	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000193.1	961	1521	-					cobB2		magneo_314	561		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000193.1	961	1521	-	PIM94827.1			Hydrogenobyrinate a,c-diamide synthase	cobB2		magneo_314	561	186	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	412	1914	-					etfD		magneo_315	1503		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	412	1914	-	PIM94824.1			Electron transfer flavoprotein-ubiquinone oxidoreductase	etfD		magneo_315	1503	500	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	1930	2481	+					folE		magneo_316	552		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	1930	2481	+	PIM94825.1			GTP cyclohydrolase 1	folE		magneo_316	552	183	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	2489	2791	+					hisI		magneo_317	303		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000194.1	2489	2791	+	PIM94826.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magneo_317	303	100	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000196.1	550	948	-					greA		magneo_318	399		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000196.1	550	948	-	PIM94823.1			Transcription elongation factor GreA	greA		magneo_318	399	132	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	3665	4369	-					cobA		magneo_324	705		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	3665	4369	-	PIM94786.1			putative uroporphyrin-III c-methyltransferase	cobA		magneo_324	705	234	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	12329	16387	-					rpoC		magneo_325	4059		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	12329	16387	-	PIM94787.1			DNA-directed RNA polymerase subunit beta'	rpoC		magneo_325	4059	1352	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	16391	20116	-					rpoB		magneo_326	3726		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	16391	20116	-	PIM94788.1			DNA-directed RNA polymerase subunit beta	rpoB		magneo_326	3726	1241	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	20255	21307	-					gatB		magneo_327	1053		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	20255	21307	-	PIM94789.1			Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB		magneo_327	1053	350	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	32593	33534	-					metF		magneo_328	942		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	32593	33534	-	PIM94790.1			5,10-methylenetetrahydrofolate reductase	metF		magneo_328	942	313	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	43047	44399	-					glyA		magneo_329	1353		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	43047	44399	-	PIM94791.1			Serine hydroxymethyltransferase	glyA		magneo_329	1353	450	
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	53629	53725	-							magneo_330	97		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	53629	53725	-				5S ribosomal RNA			magneo_330	97		
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	53779	56484	-							magneo_331	2706		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	53779	56484	-				23S ribosomal RNA			magneo_331	2706		
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	56647	58156	-							magneo_332	1510		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000208.1	56647	58156	-				16S ribosomal RNA			magneo_332	1510		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000203.1	405	722	-					rplN		magneo_319	318		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000203.1	405	722	-	PIM94803.1			50S ribosomal protein L14	rplN		magneo_319	318	105	
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000203.1	1934	2740	-					fpr		magneo_320	807		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000203.1	1934	2740	-	PIM94804.1			Ferredoxin--NADP reductase	fpr		magneo_320	807	268	
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	4	1512	+							magneo_322	1509		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	4	1512	+				16S ribosomal RNA			magneo_322	1509		
gene	rRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	1674	4377	+							magneo_321	2704		
rRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	1674	4377	+				23S ribosomal RNA			magneo_321	2704		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	4939	6291	+					glyA		magneo_323	1353		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000205.1	4939	6291	+	PIM94796.1			Serine hydroxymethyltransferase	glyA		magneo_323	1353	450	
gene	tRNA	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000211.1	121	193	+					tRNA-Ile		magneo_333	73		
tRNA		GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000211.1	121	193	+				tRNA-Ile	tRNA-Ile		magneo_333	73		
gene	protein_coding	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000211.1	750	1790	-					cysK		magneo_334	1041		
CDS	with_protein	GCA_002774945.1	Primary Assembly	unplaced scaffold		NXGM01000211.1	750	1790	-	PIM94780.1			Cysteine synthase	cysK		magneo_334	1041	346	
# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	61	1617	+							magsdc_1	1557		
rRNA		GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	61	1617	+				16S ribosomal RNA			magsdc_1	1557		
gene	rRNA	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	1958	4667	+							magsdc_2	2710		
rRNA		GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	1958	4667	+				23S ribosomal RNA			magsdc_2	2710		
gene	rRNA	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	4724	4817	+							magsdc_3	94		
rRNA		GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	4724	4817	+				5S ribosomal RNA			magsdc_3	94		
gene	tRNA	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	4843	4917	+					tRNA-Met		magsdc_4	75		
tRNA		GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	4843	4917	+				tRNA-Met	tRNA-Met		magsdc_4	75		
gene	tRNA	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	6761	6835	+					tRNA-Pro		magsdc_5	75		
tRNA		GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	6761	6835	+				tRNA-Pro	tRNA-Pro		magsdc_5	75		
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	14334	15461	+					hisC		magsdc_6	1128		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	14334	15461	+	PIM96293.1			Histidinol-phosphate aminotransferase	hisC		magsdc_6	1128	375	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	25852	26028	+					rplX		magsdc_7	177		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	25852	26028	+	PIM96294.1			50S ribosomal protein L24	rplX		magsdc_7	177	58	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	26571	26876	+					rpsN		magsdc_8	306		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	26571	26876	+	PIM96295.1			30S ribosomal subunit protein S14	rpsN		magsdc_8	306	101	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	26870	27253	+					rpsH		magsdc_9	384		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	26870	27253	+	PIM96296.1			30S ribosomal protein S8	rpsH		magsdc_9	384	127	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	27228	27737	+					rplF		magsdc_10	510		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	27228	27737	+	PIM96297.1			50S ribosomal protein L6	rplF		magsdc_10	510	169	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	27961	28530	+					rpsE		magsdc_11	570		
CDS	with_protein	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	27961	28530	+	PIM96298.1			30S ribosomal protein S5	rpsE		magsdc_11	570	189	
gene	protein_coding	GCA_002774915.1	Primary Assembly	chromosome	variant1	CM008796.1	28993	29337	+					rpsM		magsdc_12	345		
